Date,LnShEq,EqMktNtr,DedShBs,GlobalMac ,MngdFut ,EmgMkts,EvntDrvn , CnvrtArb ,FxIncArb ,HFIndex,LRF,MktRF,SMB,HML,RMW,CMA,UMD,BondMkt,CreditS,PTFSBD,PTFSFX,PTFSCOM,LiqPS,LiqSadka,AlphaQuest,Transtrend,VFINX,VEXMX,NAESX,VVIAX,VBINX,VIMSX,VISGX,VISVX,MTUM,TSMOM,TSMOMCM,TSMOMEQ,TSMOMFI,TSMOMFX
2009-12-31,0.0169,-0.0087,-0.0426,-0.0143,-0.05,0.0197,0.0228,0.0222,0.0076,0.0088,0.0001,0.0275,0.0623,-0.0017,0.0102,-0.0009,0.0302,0.0019,-0.0014,-0.1371,-0.0707,-0.2061,0.023,0.0003,-11.16%,-4.79%,1.95%,7.41%,7.88%,1.24%,1.04%,6.20%,8.89%,6.89%,,-1.51%,1.34%,6.10%,-9.92%,-3.82%
2010-01-31,-0.015,0.001,0.0027,0.0107,-0.0381,-0.0076,0.0142,0.0097,0.0202,0.0017,0,-0.0336,0.0034,0.0043,-0.0127,0.0046,-0.054,0.0014,-0.0026,-0.2097,-0.1159,-0.0628,-0.0111,0.0007,-6.93%,-3.90%,-3.61%,-3.37%,-3.35%,-2.45%,-1.51%,-3.55%,-3.65%,-3.04%,,-4.63%,-5.07%,-9.23%,-2.26%,-2.88%
2010-02-28,0.0132,-0.0135,-0.032,0.011,0.0181,-0.0045,0.0044,0.0047,0.0007,0.0068,0,0.034,0.0151,0.0323,-0.0027,0.0143,0.0374,-0.0004,0.0013,-0.1419,0.0825,-0.094,-0.0076,0.0002,0.19%,1.18%,3.09%,4.79%,4.97%,2.55%,2.12%,5.19%,4.69%,5.19%,,2.08%,3.21%,-0.63%,4.96%,-1.29%
2010-03-31,0.0299,0.0054,-0.0661,0.0038,0.0425,0.0389,0.0285,0.0206,0.0144,0.0222,0.0001,0.0631,0.0185,0.0221,-0.0065,0.0169,0.0376,0.0004,-0.0011,-0.2382,-0.1174,-0.1644,-0.0626,0.0001,1.58%,8.18%,6.01%,7.53%,8.09%,6.16%,3.72%,7.09%,8.14%,8.02%,,5.14%,4.07%,15.03%,2.10%,3.18%
2010-04-30,0.0029,0.0043,-0.0389,0.0165,0.0189,0.0101,0.0189,0.0169,0.0175,0.0124,0.0001,0.02,0.0498,0.0289,0.0069,0.0172,0.0316,0.0012,-0.0014,0.0518,-0.1589,-0.0433,0.0102,0.0003,1.85%,1.82%,1.58%,4.98%,5.54%,1.82%,1.75%,3.59%,4.89%,6.19%,,2.15%,2.59%,-2.74%,4.74%,2.12%
2010-05-31,-0.0413,-0.033,0.0584,-0.0063,-0.0403,-0.0428,-0.0307,-0.0251,-0.0079,-0.0276,0.0001,-0.0789,0.0004,-0.0244,0.013,-0.0022,-0.0025,-0.0043,0.0023,0.2137,0.4772,-0.0432,-0.0281,0.0002,3.26%,-4.58%,-8.00%,-7.53%,-7.79%,-7.78%,-4.49%,-7.33%,-7.51%,-7.98%,,-5.15%,-9.57%,-15.50%,8.33%,-3.15%
2010-06-30,-0.0207,-0.0099,0.0545,0.0056,0.0042,-0.0003,-0.0158,0.0001,0.0092,-0.0084,0.0001,-0.0557,-0.0247,-0.047,-0.0016,-0.0155,-0.0276,-0.0022,0.004,-0.0159,-0.0425,-0.146,0.0038,-0.0002,-1.52%,-0.22%,-5.25%,-7.07%,-7.58%,-5.11%,-2.70%,-6.18%,-7.15%,-8.09%,,1.18%,-3.10%,-4.48%,9.26%,5.22%
2010-07-31,0.0253,0.0167,-0.0352,0.0065,-0.015,0.0352,0.0156,0.0222,0.012,0.0159,0.0001,0.0693,0.0014,-0.0033,0.0027,0.0198,0.0183,-0.0019,-0.0003,-0.1423,0.1716,0.2218,0.0248,0,-2.24%,-0.86%,7.00%,7.08%,7.16%,6.55%,4.49%,6.91%,6.87%,7.47%,,-0.88%,-3.52%,5.79%,-0.29%,-1.26%
2010-08-31,-0.0112,-0.0155,0.0515,0.0148,0.0487,0.0012,-0.004,0.0135,0.0124,0.0023,0.0001,-0.0477,-0.0313,-0.0193,0.0058,-0.0161,-0.0006,-0.0031,-0.0004,0.4521,0.0238,-0.0425,0.0213,0.0003,6.97%,2.75%,-4.53%,-5.73%,-6.61%,-4.23%,-2.33%,-4.53%,-6.48%,-6.71%,,5.78%,2.10%,-3.71%,21.25%,3.50%
2010-09-30,0.0509,0.0366,-0.1128,0.0272,0.0277,0.0477,0.032,0.0111,0.0155,0.0343,0.0001,0.0954,0.0377,-0.0318,-0.0018,0.0036,0.0141,-0.0005,0.0005,-0.1809,0.007,0.0308,0.0326,-0.0004,7.52%,3.59%,8.92%,11.36%,11.98%,7.57%,5.59%,10.59%,13.63%,10.41%,,1.17%,4.82%,3.28%,-4.75%,-1.31%
2010-10-31,0.02,0.0093,-0.036,0.0162,0.0429,0.0221,0.018,0.0198,0.011,0.0192,0.0001,0.0388,0.0086,-0.0251,0.0131,-0.0033,0.0158,-0.0011,0.0017,-0.1568,0.0557,0.1601,0.0232,0.0002,6.14%,3.91%,3.79%,4.22%,4.07%,2.74%,2.52%,4.05%,4.49%,3.59%,,2.10%,7.72%,2.67%,-3.89%,-3.06%
2010-11-30,0.0046,-0.0251,-0.0236,-0.0052,-0.0411,-0.0038,0.0015,0.0004,0.0074,-0.0018,0.0001,0.006,0.0364,-0.0092,0.0038,0.0163,0.0266,0.0022,-0.0002,0.01,-0.1985,0.0262,0.0275,0.0001,-6.82%,-0.82%,0.00%,3.16%,3.07%,-0.59%,0.16%,2.18%,3.87%,2.26%,,-0.69%,-1.31%,0.71%,-6.31%,5.60%
2010-12-31,0.0342,0.0174,-0.0586,0.0267,0.0542,0.015,0.0393,0.0116,0.0061,0.029,0.0001,0.0682,0.0099,0.0376,-0.0352,0.0321,-0.0303,0.0053,-0.0035,0.0049,-0.0454,-0.014,0.0315,0,10.10%,3.60%,6.67%,7.29%,7.72%,7.89%,3.66%,6.84%,7.91%,7.55%,,4.53%,8.76%,7.27%,-7.51%,7.04%
2011-01-31,0.0027,0.0179,-0.0083,-0.0077,-0.0082,-0.0039,0.018,0.0216,0.0168,0.0069,0.0001,0.0199,-0.0238,0.0075,-0.0065,0.0077,-0.0029,0.001,-0.0011,-0.0645,-0.1763,-0.2097,0.011,0.0005,-4.91%,-0.77%,2.36%,1.43%,0.86%,2.86%,1.34%,2.27%,1.04%,0.63%,,-0.67%,3.69%,-0.66%,-4.80%,-4.93%
2011-02-28,0.0172,0.0052,-0.0337,0.0128,0.026,-0.0007,0.0144,0.029,0.0093,0.0138,0.0001,0.0349,0.0165,0.0127,-0.0193,0.0087,0.0199,0.0019,-0.0013,-0.1292,-0.159,0.0382,-0.0099,0,5.84%,1.77%,3.42%,4.69%,5.33%,3.99%,2.27%,4.00%,6.06%,4.68%,,4.16%,4.77%,6.46%,0.02%,5.71%
2011-03-31,0.0028,0.0111,-0.0178,0.0015,-0.0276,0.0212,-0.0026,-0.0061,-0.0031,0.0012,0.0001,0.0046,0.0263,-0.0185,0.018,-0.0005,0.034,-0.0017,0.0005,-0.185,-0.0518,0.0252,0.0023,0.0003,-6.53%,-2.14%,0.02%,2.19%,2.42%,0.06%,0.24%,1.71%,3.22%,1.48%,,-1.64%,0.81%,-5.63%,-2.01%,-3.12%
2011-04-30,0.017,0.0337,-0.0267,0.0246,0.054,0.0232,0.0114,0.0006,0.0092,0.018,0,0.029,-0.005,-0.0249,0.0111,-0.0086,0.0004,0.0005,-0.0006,-0.0654,0.2249,0.172,-0.058,-0.0001,16.42%,2.85%,2.95%,2.75%,2.94%,2.93%,2.36%,2.72%,3.50%,2.40%,,5.14%,2.56%,6.09%,7.57%,6.93%
2011-05-31,-0.0168,-0.0103,0.022,-0.0063,-0.0444,-0.011,-0.0061,0.0002,0.0021,-0.0096,0,-0.0127,-0.0071,-0.02,0.0191,-0.015,-0.0062,-0.0029,0.0005,0.0234,-0.1901,-0.1546,-0.0273,0.0002,-5.92%,-4.46%,-1.15%,-1.35%,-2.01%,-1.35%,-0.19%,-0.44%,-1.93%,-2.11%,,-1.22%,-5.59%,-4.19%,10.61%,-3.08%
2011-06-30,-0.0149,-0.0029,0.0157,-0.0111,-0.0307,-0.0065,-0.0216,-0.0086,0.0006,-0.0136,0,-0.0175,0.0013,-0.0039,0.0243,-0.0151,0.0178,-0.0017,0.0014,-0.1181,-0.1823,-0.0495,-0.0212,0,-9.40%,-2.59%,-1.67%,-2.34%,-2.02%,-2.13%,-1.21%,-2.40%,-1.97%,-2.08%,,-2.42%,-4.58%,-3.45%,-0.15%,0.20%
2011-07-31,-0.0041,-0.0018,0.0301,0.0253,0.0403,0.0167,-0.0078,-0.0014,0.0055,0.0069,0,-0.0235,-0.012,-0.009,0.0268,-0.0182,0.0016,0,0.0001,0.347,0.1369,0.0009,0.001,0,11.38%,1.89%,-2.05%,-3.18%,-3.71%,-3.47%,-0.72%,-3.47%,-3.93%,-3.48%,,1.88%,4.16%,-9.97%,4.72%,3.10%
2011-08-31,-0.0444,-0.0089,0.0656,0.0191,0.0025,-0.0315,-0.0537,-0.0173,-0.0027,-0.023,0.0001,-0.0599,-0.032,-0.0236,0.033,-0.0038,-0.0028,-0.007,0.003,0.3692,-0.0056,0.2202,-0.0378,-0.0001,0.97%,-3.20%,-5.45%,-8.32%,-8.31%,-5.78%,-2.81%,-7.01%,-8.50%,-8.05%,,2.63%,2.41%,-12.05%,17.69%,-2.22%
2011-09-30,-0.0522,-0.0222,0.0845,-0.0007,-0.0078,-0.0747,-0.0506,-0.0177,-0.0019,-0.032,0,-0.0759,-0.0365,-0.0172,0.0204,0.0026,-0.0242,-0.0032,0.0023,0.1352,0.1851,0.278,-0.064,-0.0003,-4.11%,-2.00%,-7.04%,-11.04%,-11.01%,-7.06%,-4.39%,-9.89%,-11.40%,-10.60%,,-9.46%,-19.62%,3.14%,4.74%,-13.97%
2011-10-31,0.0445,0.0276,-0.0959,0.0018,-0.0506,0.037,0.0256,0.0118,0.0014,0.0173,0,0.1135,0.0346,0.001,-0.0216,-0.0086,-0.0143,0.0017,-0.0007,-0.0969,-0.1694,-0.2153,0.0764,-0.0004,-3.85%,-2.11%,10.91%,14.24%,15.25%,10.36%,6.97%,13.18%,16.17%,14.34%,,-1.81%,0.28%,-7.35%,-3.83%,0.35%
2011-11-30,-0.0148,0.0009,-0.0017,-0.0003,0.0018,-0.0269,-0.0105,-0.006,0.005,-0.0079,0,-0.0028,-0.0027,-0.0045,0.0186,0.0149,0.0385,-0.0014,-0.0009,0.0229,-0.1926,-0.0616,0.0278,0.0011,-2.91%,0.48%,-0.23%,-0.52%,-0.41%,-0.45%,-0.27%,-0.67%,-0.63%,-0.22%,,2.47%,3.82%,3.13%,4.81%,-3.27%
2011-12-31,-0.0088,-0.0049,0.0165,0.0043,0.0079,-0.007,-0.0081,0.0062,0.0038,-0.0022,0,0.0074,-0.0033,0.0163,0.0098,0.0251,0.0181,-0.0003,0.0014,-0.0095,-0.2514,0.0037,-0.0094,-0.001,2.10%,1.58%,1.02%,-0.12%,0.22%,2.38%,0.93%,-0.29%,-0.55%,0.93%,,1.32%,-1.40%,-0.31%,9.06%,-0.41%
2012-01-31,0.0391,0.0017,-0.0758,0.0122,0.0115,0.0374,0.028,0.0236,0.0117,0.0234,0,0.0505,0.0205,-0.0097,-0.0201,-0.0143,-0.0793,-0.0001,-0.0001,-0.1497,-0.2309,-0.219,-0.026,0,3.07%,1.09%,4.46%,7.56%,6.95%,3.41%,3.39%,6.54%,7.11%,6.88%,,-0.62%,-0.88%,-4.32%,2.26%,-0.46%
2012-02-29,0.0264,0.0133,-0.0466,0.0079,0.0121,0.0292,0.0158,0.0188,0.01,0.0161,0,0.0442,-0.017,0.0043,-0.0048,-0.0001,-0.0029,0,-0.0009,-0.1419,0.0556,-0.0806,0.0239,0.0006,2.32%,2.31%,4.31%,4.02%,3.19%,3.93%,2.48%,4.33%,3.87%,2.46%,,-2.15%,0.23%,-5.13%,-4.20%,-2.46%
2012-03-31,0.005,-0.0015,-0.0135,-0.0043,-0.0296,-0.007,0.0079,0.0055,0.0074,0.0005,0,0.0311,-0.0047,0.0114,-0.0054,0.0074,0.013,0.002,-0.0011,-0.0855,-0.107,-0.125,-0.0611,0.0001,-5.14%,-0.89%,3.28%,2.25%,2.30%,2.89%,1.62%,1.96%,2.28%,2.36%,,0.21%,2.98%,0.34%,-2.78%,-2.19%
2012-04-30,-0.0046,-0.0041,-0.0253,-0.0025,0.0043,0.0015,-0.0023,-0.0023,0.0069,-0.0004,0,-0.0085,-0.0055,-0.0078,0.013,0.0065,0.0375,-0.0012,0.0008,0.0206,-0.1873,-0.1348,0.0033,0.0005,-2.25%,0.55%,-0.64%,-0.83%,-0.92%,-0.89%,0.02%,-0.57%,-0.97%,-0.90%,,3.65%,0.76%,3.58%,10.84%,1.68%
2012-05-31,-0.0453,-0.0318,0.0903,0.0019,0.0238,-0.0379,-0.0132,-0.0084,0.0024,-0.0133,0.0001,-0.0619,-0.0012,-0.0106,0.0208,0.0232,0.0649,-0.0025,0.0013,0.505,0.4104,0.1914,-0.0047,-0.0001,8.66%,7.53%,-6.02%,-7.06%,-6.77%,-5.98%,-3.33%,-7.23%,-7.24%,-6.27%,,10.72%,6.09%,11.83%,17.02%,12.35%
2012-06-30,0.0035,0.0093,-0.0272,-0.0137,-0.0356,-0.0013,-0.0018,0.0033,0.0076,-0.004,0,0.0389,0.0084,0.0062,-0.0109,0.0046,-0.0106,-0.0018,0.0013,-0.1335,-0.2316,0.1376,0.0132,-0.0004,-3.34%,-5.27%,4.11%,3.12%,4.51%,4.70%,2.28%,2.46%,4.69%,4.29%,,-6.36%,-4.32%,-9.97%,-7.65%,-6.33%
2012-07-31,0.0055,-0.004,-0.0044,0.0214,0.0468,0.0096,0.0074,0.0086,0.0162,0.0142,0,0.0079,-0.028,-0.0002,0.011,0.0009,0.0302,-0.0009,-0.0006,-0.0394,-0.1671,0.1923,-0.0058,0.0001,5.75%,4.04%,1.37%,-0.61%,-0.82%,1.23%,1.18%,0.00%,-1.28%,-0.44%,,1.81%,-2.29%,-2.44%,9.13%,5.29%
2012-08-31,0.0151,0.0125,-0.0425,0.0038,-0.0155,0.0084,0.0118,0.0044,0.0102,0.0084,0.0001,0.0255,0.0045,0.013,-0.0133,-0.0086,-0.0237,0.0015,-0.0011,-0.0661,-0.2073,-0.1033,-0.0061,-0.0004,-3.47%,-1.41%,2.24%,3.64%,3.46%,1.47%,1.53%,3.07%,4.03%,2.96%,,-1.75%,-2.03%,-2.66%,-0.79%,-1.53%
2012-09-30,0.0157,0.0056,-0.0378,0.006,-0.0137,0.0221,0.0167,0.004,0.0126,0.0104,0.0001,0.0273,0.0061,0.016,-0.0149,0.0154,-0.0114,0.0004,-0.0011,-0.1407,-0.1518,-0.0715,-0.0245,0.0003,-3.91%,-3.07%,2.58%,2.45%,2.73%,3.05%,1.59%,2.07%,2.60%,2.88%,,-3.76%,-6.21%,0.53%,-0.83%,-5.26%
2012-10-31,-0.0021,-0.0042,-0.0007,-0.0073,-0.0464,0.0035,0.0091,0.0025,0.0087,-0.0018,0.0001,-0.0176,-0.009,0.0359,-0.0134,0.0251,0.0014,0.0003,-0.0029,-0.2663,-0.1985,-0.2465,0.0035,0.0004,-2.62%,-3.65%,-1.86%,-1.30%,-1.46%,-0.54%,-1.00%,-1.17%,-2.35%,-0.61%,,-1.14%,-1.70%,2.27%,-2.92%,-0.64%
2012-11-30,0.0073,0.0039,-0.0043,0.0072,0.0058,0.011,0.003,0.0022,0.0048,0.0064,0.0001,0.0078,0.0047,-0.0084,0.006,0.0084,0.0049,-0.001,0.0003,-0.1872,-0.0609,-0.0919,-0.0171,-0.0006,-0.70%,-0.34%,0.56%,1.66%,1.16%,-0.51%,0.51%,1.51%,1.54%,0.85%,,-0.26%,-3.90%,0.89%,4.80%,0.64%
2012-12-31,0.0158,0.0086,-0.0295,0.0127,0.0108,0.0238,0.0198,0.0138,0.0068,0.0148,0.0001,0.0118,0.0191,0.0351,-0.0185,0.0088,-0.0286,0.0007,0.0005,-0.1772,0.0995,0.0343,0.0183,0.0005,3.56%,0.50%,0.90%,2.79%,3.07%,1.93%,0.66%,2.43%,2.77%,3.32%,,1.04%,-2.19%,6.87%,-1.93%,6.33%
2013-01-31,0.0354,0.0199,-0.0522,0.0088,0.0267,0.0345,0.0215,0.0201,0.0106,0.0207,0,0.0557,0.0047,0.0096,-0.0193,0.0142,-0.0179,0.0019,-0.0009,0.0266,0.1255,-0.1855,-0.0257,,0.0007,0.17%,5.18%,6.74%,6.35%,6.37%,3.03%,6.73%,6.12%,6.51%,,0.81%,2.97%,13.35%,-12.30%,1.29%
2013-02-28,0.0012,-0.0128,-0.0165,0.0029,-0.0077,0.0049,0.0046,-0.0007,0.0049,0.0024,0,0.0129,-0.0025,0.0011,-0.0067,0.0054,0.0129,0.0007,0.0005,-0.0832,0.1183,0.0199,-0.0082,,0.0445,-1.32%,1.34%,1.00%,1.33%,1.50%,0.99%,1.33%,0.95%,1.70%,,1.87%,3.55%,0.69%,5.93%,-5.04%
2013-03-31,0.0138,0.0005,-0.0191,0.0097,0.0174,0.0055,0.0211,0.0072,0.0061,0.0121,0,0.0403,0.0086,-0.0019,0.0014,0.0137,0.0192,-0.0002,0.0002,-0.0187,-0.1538,-0.1592,0.0064,,-0.0053,2.18%,3.74%,4.70%,4.69%,3.92%,2.34%,4.37%,4.84%,4.61%,,1.27%,0.25%,1.88%,4.49%,-0.63%
2013-04-30,0.0126,0.0101,-0.0345,0.0177,0.035,0.0162,0.012,0.0014,0.0034,0.0139,0,0.0155,-0.0225,0.0045,0.0027,0.0037,0.0022,-0.002,-0.0006,0.1126,-0.0158,0.4144,-0.0183,,0.0907,2.90%,1.91%,0.60%,0.13%,2.19%,1.39%,1.69%,-0.45%,-0.07%,,6.08%,6.40%,10.39%,6.87%,1.34%
2013-05-31,0.0119,0.004,-0.0151,-0.0005,-0.0498,-0.002,0.0227,0.013,0.0001,0.0042,0,0.028,0.0209,0.0263,-0.0197,-0.0091,-0.0202,0.0017,-0.0003,0.1108,-0.0019,-0.0666,0.0038,,-0.0346,-4.58%,2.33%,2.81%,3.61%,2.51%,0.75%,1.83%,4.25%,3.04%,0.31%,-2.22%,2.96%,4.13%,-19.47%,1.31%
2013-06-30,-0.0063,0.0057,0.0081,-0.0248,-0.0542,-0.0264,-0.0131,-0.0033,-0.0114,-0.0166,0,-0.012,0.0156,0.0003,-0.0038,0.0001,0.0052,0.0037,0.0009,0.336,0.0795,0.0896,-0.0131,,0.0086,-0.54%,-1.35%,-1.01%,-0.99%,-0.81%,-1.40%,-1.19%,-0.80%,-1.11%,-0.83%,0.53%,3.68%,-11.33%,10.22%,-7.36%
2013-07-31,0.0195,0.0202,-0.0574,0.0026,-0.0106,-0.0009,0.0151,-0.0008,0.0038,0.0088,0,0.0565,0.018,0.0057,-0.0135,0.0052,0.0175,0.0028,-0.0015,-0.128,-0.1046,0.0068,0.0031,,0.0186,0.44%,5.07%,6.99%,6.66%,5.18%,3.31%,5.64%,6.66%,6.66%,5.98%,3.40%,2.41%,13.39%,-2.01%,3.75%
2013-08-31,-0.0111,-0.0172,0.0003,-0.0092,-0.0277,-0.0024,-0.0004,0.0072,0.0021,-0.0054,0,-0.0271,-0.0006,-0.0269,0.0066,-0.0216,0.0002,0.0016,-0.0006,-0.0248,-0.2188,0.2833,0.0138,,-0.0142,-2.53%,-2.91%,-2.83%,-3.17%,-3.60%,-1.94%,-2.53%,-1.93%,-4.21%,-3.57%,-0.78%,-2.82%,-2.76%,4.74%,-1.19%
2013-09-30,0.0264,0.0091,-0.0552,0.0084,-0.0015,0.0128,0.0145,0.0024,0.0051,0.0127,0,0.0377,0.0266,-0.0122,-0.0058,-0.014,0.0307,0.0007,-0.0002,-0.0281,0.0059,-0.1871,-0.0225,,-0.0167,-1.18%,3.12%,5.99%,5.69%,2.15%,2.56%,4.54%,6.13%,5.30%,3.02%,-1.45%,-2.13%,10.97%,-7.36%,-2.98%
2013-10-31,0.0254,0.0117,-0.0165,0.0101,0.0296,0.0201,0.0145,0.0092,0.0061,0.0159,0,0.0418,-0.0151,0.0125,0.0278,0.0092,0.0008,-0.0019,0.0003,-0.153,-0.1811,-0.1064,-0.0214,,-0.0025,1.31%,4.59%,2.81%,3.27%,4.56%,2.83%,3.38%,2.52%,3.90%,5.57%,2.45%,-0.42%,13.42%,0.29%,2.33%
2013-11-30,0.0185,0.0259,-0.0149,0.0103,0.0209,0.0108,0.0168,-0.002,0.005,0.0131,0,0.0313,0.014,0.0032,0.0014,0.0005,0.0044,0.001,-0.0003,-0.1215,0.0219,-0.0781,-0.0274,,0.0211,0.87%,3.03%,2.48%,2.71%,3.24%,1.60%,1.99%,2.32%,2.98%,3.15%,3.64%,2.71%,2.68%,3.42%,6.46%
2013-12-31,0.018,0.013,-0.0077,0.0071,0.001,0.0128,0.0161,0.0054,0.0018,0.0119,0,0.0281,-0.0044,-0.0002,-0.0046,0.0008,0.0002,0.0018,-0.0018,-0.0261,-0.0157,0.0257,-0.0025,,0.0439,1.92%,2.52%,2.99%,2.57%,2.04%,1.33%,2.99%,2.46%,2.70%,2.68%,1.94%,0.63%,3.97%,-0.45%,5.61%
2014-01-31,-0.0008,0.0008,-0.0109,-0.0105,-0.0342,-0.0227,0.0029,0.0209,0.01,-0.0029,0,-0.0332,0.0058,-0.0207,-0.0388,-0.0143,0.0171,-0.0004,-0.0015,-0.0253,-0.2325,-0.1001,0.0302,,0.0162,-3.25%,-3.47%,-1.85%,-2.07%,-3.58%,-1.27%,-2.33%,-1.17%,-2.85%,-2.32%,-4.82%,0.63%,-8.42%,-14.99%,-2.02%
2014-02-28,0.0288,0.0026,-0.0366,0.0069,0.0094,0.0179,0.0275,0.0014,0.0066,0.0172,0,0.0465,0.0016,-0.0031,-0.0023,-0.0047,0.0207,-0.0015,0.0006,-0.1142,-0.1546,0.2162,-0.0082,,0.001,1.04%,4.56%,5.39%,5.06%,3.93%,2.99%,5.99%,5.12%,5.05%,6.72%,-0.87%,-6.43%,11.74%,-0.32%,0.19%
2014-03-31,-0.0119,-0.0059,0.0056,-0.0024,-0.0182,-0.0151,-0.0014,0.0022,0.0041,-0.0048,0,0.0043,-0.0113,0.0493,0.0213,0.0198,-0.0329,0.0001,-0.0005,-0.2081,-0.1563,0.1991,0.0307,,-0.045,0.63%,0.82%,-0.72%,-0.32%,2.62%,0.24%,-0.29%,-2.24%,1.30%,-3.42%,1.16%,0.71%,1.73%,2.22%,0.52%
2014-04-30,-0.0103,-0.007,0.0377,0.0001,0.0042,-0.0058,0.0003,0.0033,0.0044,-0.0021,0,-0.0019,-0.0414,0.0117,0.0348,0.0104,-0.0389,-0.0001,-0.0015,-0.1016,-0.2794,-0.1779,-0.0502,,-0.0536,1.50%,0.72%,-2.56%,-2.33%,0.89%,0.36%,-0.84%,-3.75%,-1.15%,-0.99%,-0.07%,-0.84%,2.46%,-1.43%,1.04%
2014-05-31,0.0151,-0.0027,-0.011,0.0102,0.0309,0.0135,0.0107,-0.0052,0.0045,0.0113,0,0.0206,-0.0189,-0.0013,0.0005,-0.0101,0.0088,-0.0015,0.0001,0.0934,-0.1315,-0.1222,0.0029,,0.032,3.33%,2.33%,1.49%,1.17%,1.44%,1.71%,2.30%,0.69%,1.59%,4.07%,-0.27%,2.21%,4.58%,-4.38%,-4.41%
2014-06-30,0.0101,0.007,-0.0482,0.0053,0.0154,0.0114,0.0166,0.0005,0.004,0.0096,0,0.0261,0.031,-0.007,-0.0189,-0.0198,0.0069,0.0004,0,-0.1841,-0.1778,0.0106,0.0149,,0.0189,0.96%,2.05%,4.44%,4.96%,1.90%,1.56%,2.99%,5.80%,4.31%,2.07%,2.44%,2.16%,0.59%,2.37%,4.44%
2014-07-31,-0.0097,-0.007,0.02,-0.0001,-0.0103,0.0045,-0.0059,0.0006,0.003,-0.0031,0,-0.0204,-0.0429,0.0003,0.0088,0.0051,-0.0014,-0.0006,-0.0001,-0.0784,-0.0918,0.0983,-0.0035,,-0.0229,-1.41%,-1.39%,-4.42%,-4.94%,-1.27%,-1.27%,-2.52%,-5.21%,-4.73%,-1.04%,-0.59%,-0.61%,-3.87%,1.62%,-0.47%
2014-08-31,0.0129,-0.0002,-0.0313,0.0113,0.0502,0.0031,0.0012,-0.0028,0.0018,0.0088,0,0.0424,0.0031,-0.0045,-0.0063,-0.0069,0.0082,-0.0012,0.0008,0.159,0.1981,-0.17,0.0031,,0.0583,4.08%,3.99%,4.94%,4.97%,3.49%,2.95%,4.72%,4.78%,5.15%,4.60%,3.39%,-0.25%,4.93%,15.72%,-3.85%
2014-09-30,-0.0018,-0.0028,0.0468,0.0054,0.0172,0.0014,-0.0137,-0.0069,0.0042,-0.0001,0,-0.0197,-0.0373,-0.0134,0.0131,-0.0049,0.005,0.0011,0,-0.1265,0.3726,0.4287,0.0212,,0.032,3.48%,-1.42%,-5.11%,-5.31%,-1.34%,-1.58%,-3.22%,-4.92%,-5.65%,-0.67%,3.94%,9.79%,-1.12%,-4.11%,4.77%
2014-10-31,0.0001,0.0045,-0.0399,-0.0092,0.0181,-0.0112,-0.0216,-0.0179,-0.001,-0.008,0,0.0252,0.0372,-0.0181,-0.0055,-0.0009,-0.0006,-0.0023,0.0012,0.0879,0.0727,0.2198,0.0423,,0.0375,-2.06%,2.42%,4.06%,4.48%,1.89%,2.09%,3.45%,3.93%,4.95%,2.30%,0.84%,-3.99%,-2.63%,11.44%,1.62%
2014-11-30,0.0189,0.0057,0.0064,0.0165,0.075,0.0171,0.0055,-0.001,0.0021,0.015,0,0.0255,-0.0228,-0.0309,0.015,0.0026,0.0068,0.0003,0.0007,0.0198,0.1673,0.0057,0.0024,,0.0523,6.91%,2.68%,1.30%,0.98%,2.43%,1.73%,2.80%,0.89%,1.08%,3.75%,8.48%,7.94%,2.54%,9.99%,12.38%
2014-12-31,0.0035,-0.0069,0.009,-0.0025,0.0167,0.0019,-0.0055,-0.0115,-0.0007,0.0001,0,-0.0006,0.0286,0.0227,-0.0122,0.0096,0.0112,-0.0012,0.0007,0.0917,-0.0281,0.0652,0.0258,,0.0323,1.44%,-0.27%,0.94%,1.25%,0.32%,0.02%,0.26%,0.73%,1.65%,-0.81%,4.58%,2.92%,-3.54%,9.36%,8.83%
2015-01-31,0.0028,-0.0037,0.0188,0.0269,0.0602,0.0066,-0.01,-0.0021,-0.0081,0.0081,0,-0.0311,-0.0091,-0.0358,0.016,-0.0166,0.0385,-0.0033,0.0004,0.373,0.691,0.0588,-0.0167,,0.0797,4.10%,-3.01%,-1.92%,-2.17%,-3.99%,-0.77%,-1.99%,-0.85%,-3.31%,-0.69%,12.95%,4.13%,5.84%,23.56%,24.42%
2015-02-28,0.0199,-0.019,-0.0574,0.0042,-0.0115,-0.0004,0.0225,0.0095,0.0074,0.0106,0,0.0613,0.0031,-0.0186,-0.011,-0.0179,-0.028,0.001,-0.0004,-0.0202,-0.1879,-0.0662,-0.0004,,-0.0068,-1.01%,5.73%,6.01%,5.82%,5.25%,2.96%,6.04%,5.95%,5.71%,5.43%,-2.41%,-8.87%,14.30%,-5.28%,1.12%
2015-03-31,-0.0042,-0.0021,-0.0031,0.013,0.024,0.0074,0.0036,-0.0027,-0.0008,0.006,0,-0.0112,0.0307,-0.0037,0.0009,-0.0051,0.0274,0.0006,-0.0003,0.0047,0.1463,-0.1819,0.0116,,0.029,2.03%,-1.59%,1.24%,1.18%,-1.58%,-0.44%,0.29%,1.17%,1.23%,-1.05%,5.86%,6.44%,2.55%,6.38%,6.61%
